,0
484,"이
명박 정부의 4대강 사업을 통해 2011년 11월에 완공된 상주보는 낙동강 수위관리 및 농업용수 확보 등의 목적으로 세워졌다. 이때 경천섬이란 인공섬도 생겨 드라마 상도 촬영지인 회상나루와 곁들여 한 바퀴 걸어 누비는 재미가 과연 탁월하다. 나는 회상나루관광지 주차장부터 약 1km 규모인 수상데크길, 상주보, 도남서원, 경천섬 순으로 약 1시간 정도 둘러봤는데, 짧은 구간이지만 마실거리를 즐길 수 있는 편의시설이 확충되었으면 하는 생각이 의외로 간절하게 들었다."
485,"상
주 가볼만한곳 학전망대는 회상나루 관광지의 일원이지만 굳이 분리해 다루게 되었다. 그 이유는 입구까지 차로 이동할 수 있기 때문인데, 나는 상주보와 경천섬 일대를 걸어 누빈 후 학전망대에서 마지막을 꾸몄지만, 걷기를 그리 즐기지 않는다면 학전망대만 다녀갈 이들도 상당할 것으로 여겨진다. 회상나루 관광지 주차장 맞은편에 있는 일방통행길을 따라 5분 정도 향하면 학전망대에 편히 접근하게 된다. 그렇게 전망대 가장 높은 곳에선 상주보, 경천섬, 상주자전거박물관 그리고 저 멀리 상주 시내까지 시원스럽게 펼쳐진다."
486,
487,"안녕하세요!
홍차리에입니다 :)
오늘은 연꽃이 아름다운 경북 여행지 추천
청도읍성 소개해드리려고 해요.
경북 여행을 계획하고 있으시다면
청도읍성을 꼭 방문해보세요!
청도읍성에서 차로 2분 거리, 
도보로 10~15분 거리에 있는 
이색 홍차 체험이 가능한
홍차리에도 같이 방문해보세요 ♥"
488,"코로나 확진자가 치솟는 요즘 
야외활동은 최대한 자제해야 하는데요.
다수가 모이는 실내는 위험하다보니 
탁 트여있는, 한적한 야외에서 
같혀있는 답답한 현실의 시름을
잠시 내려놓는 것도 필요합니다.
가족이나 연인, 친구들과 
가볍게 나들이 하기 좋은 경북여행지추천
청도읍성에는 아름다운 연꽂밭이 조성되어 있어요."
489,"연꽃이 화사하게 피면 장관을 이루며 
연꽃이 피는 계절이 아니더라도 
초록초록한 모습을 보고 있으면
마음이 시원해지는 걸 느낄 수 있어요.
아이들과 자연관찰도 할 수 있고 
청도읍성 내 포토존이 곳곳에 있어서
다양한 기념사진도 찍기 좋은 곳이랍니다.
풍경이 너무나 아름다우니 
경북여행지추천에 빠질 수가 없지요.
경북 여행을 계획하고 있다면
꼭 한번 가보시기를 추천드립니다."
490,"고즈넉한 청도읍성 성벽을 따라 산책도 하고 
연꽃지도 마음껏 보며 
아름다운 풍경을 감상하다보면
일상의 답답함을 잠시 내려놓을 수 있어요.
런닝맨 촬영지로 더 유명해진 청도연꽃!
가볍게 산책 겸 나들이로 가기 좋은 곳이니 
꼭 방문해보시기를 바랄게요!"
491,"경북여행지추천 청도읍성에서 
가까운 거리에 있는 홍차리에에서는 
애프터눈티체험 프로그램을 운영하고 있어요 :)
중세 유럽 귀족이 된 듯한 느낌으로 
다양한 드레스를 입어보고 
나라별 산지별 유명한 홍차와 함께 
맛있는 청도 감, 복숭아를 활용한 디저트까지 
체험해볼 수 있답니다.
홍차리에는
방역수칙을 철저하게 지키고 있습니다.
한 번에 한 팀만 예약제로 운영하고 있으니 
궁금하신 점은 편하게 문의 주세요!
감사합니다."
492,"홍차리에 
054-373-8899
경북 청도군 화양읍 합천길 31-15 (합천리 590)"
493,
494,"지난주말 경주☆에 다녀왔는데요~
2년전에  아이들과 당일지기로 다보탑가러
 잠깐 다녀온 이후로 오랜만에 다녀왔어요~
지난번에는 가게끝나고 밤에 출발해서 
많은 구경을 하고 오지 못했는데
이번에는 경주를 조금 더 보고 싶은맘에 집에 늦게 도착하겠지만 야경까지 보고 오자고 했죠~
그래서! 
경주하면 꼭 봐야한다는 야경명소!!
에 다녀올 수 있었답니다~~ "
495,동궁과 월지 ( 안압지 )
496,"남북국시대 통일신라의 별궁이 자리했던 
궁궐터 인데요~ 
예전에는 안압지라고 불렸는데 
지금은 동궁과 월지로 명칭이 바뀌었어요~~ 
우리가족의 여행코스 마지막 장소이기도 했는데요
와~~~ 진짜 왜 야경명소인지 알겠더라고요~~~
수학여행 이후로 처음가본 안압지~
 진짜 너무 너무 예쁘더라고요~반했다는요~ "
497,"저희는 미리 가있었기에 조명이 켜지자마자 볼 수 있었는데요~ 해가 저물기 시작한 6시 20분 조금 안되서 조명이 켜지기 시작했어요^^ 
 처음이라 어디서 보는게 좋을지 몰랐었는데 입구의 반대방향으로 가야 예쁘게 볼 수 있어요~ "
498,"마스크 착용이라 속상하긴했지만ㅠ
야경이 넘 예쁜데 사진한장정도 남기고 싶어 
울 애기덜도 찍어봤다는요 ^^
이 날 많이 걸어다녀 힘들다했는데 그래도 야경까지 잘봐줘서 얼마나 기특하던지요~~ 
아이들덕분에 예쁜 야경 볼 수 있었네요~ "
499,"핸펀 배터리가 없어 더 멋진 사진들을 많이 찍진 못했지만 진짜진짜 너무 아름다웠던 곳이였어요~
 이래서 이곳이 그렇게 입소문이 났나봐요~ 
경주에 가시면 잊지말고 
꼭!!
들리셨음 하는 곳 중 한곳이랍니다~~ "
500,"<영업시간>
매일 09:00 - 22:00매표 및 
입장 마감시간 : 21:30 까지,연중무휴
<입장요금>
어른 3,000원 / 어린이1,000원"
501,"아
침부터 흐릿하더니 오후에 들자마자 빗줄기가 다소곳하게 시작되었다. 이미 커피 한 잔을 다 비웠으나 빗소리의 위력이 카페인보다 강력했던지 잠깐이라도 눈 붙이지 않으면 제정신에 오후를 보내지 못할 듯싶어 다음 정각까지 40분 정도를 잤다. 그렇게 사이즈 업으로 6천 원이 조금 넘던 오늘의 커피값은 그 효율을 전혀 발휘하지 못했지만, 급류처럼 몰려든 그 졸음과 나름대로의 사투를 벌였다 해도 크게 바뀌는 건 없었을 것이라 여긴다. 한편 이번 비는 주말까지 쭉 이어져 더위와 함께 나들이 행렬도 한풀 꺾일 텐데, 사람들 움직임이 맑을 때보다 확실히 적을 테니 코로나19 국면에 긍정적 영향이 발휘되었으면 한다. 오늘은 경북 문경으로 다녀온 6월 첫 여행의 기록을 다루게 되었는데, 집에서 차로 1시간이면 닿을 만큼 가까운 지역이지만 며칠 간격으로 두 차례 여행했던 지난주를 통해 비로소 친근해질 수 있었다. 문경새재 주변 문경읍과 시청이 위치한 점촌동으로 문경의 도심은 크게 두 군데로 나뉘는데, 범위가 넓은 지역인 만큼 여행 동선을 세울 땐 권역별로 고려하는 게 효율적이다."
502,"우
리 동네에서 문경까지 최단 여정은 괴산 연풍의 이화령을 지나는 것으로 알아 이번 역시 그 길목을 택했다. 3번 국도의 이화령터널을 통과하면 주소가 곧장 경북 문경시로 바뀌는데, 문경도자기박물관 부근에서 문경새재도립공원으로 진입, 입구와 가까운 주차장을 2천원 내고 이용했다. 날개짓하는 새도 힘겹게 넘어갈 정도로 험준하다고 알려진 문경새재는 조선시대의 여섯 대로 중 최단 코스인 한양~부산 동래에 속했다. 그 시대 서울과 부산을 잇는 길목은 세 갈래로 나뉜 영남대로였는데, 문경새재는 두 번째인 중도(中道)였으며 428km인 지금의 경부고속도로보다 50km 정도 짧은 380km 규모였다. 하지만 1904년 경부선 철도 개통과 내가 지나온 이화령의 신작로가 1925년에 생기며 그 명맥은 역사로만 남게 되었다. 이 시대의 문경새재는 문경 가볼만한곳의 대표적 존재로써 찾아오는 이들은 대개 제1관문 주흘관과 제3관문 조령관 간을 걸어 누빈다. 또한 대하드라마 세트장, 문경생태미로공원으로 대표된 관광 자원들도 갖춰 문경새재의 매력을 형형색색으로 이끌고 있다."
503,"문
경이 경북 북부의 관광도시라는 건 익히 알고 있었지만 그 이유가 강원 남부의 폐광도시와 통한다는 건 이번 여행을 통해 처음 접하게 되었다. 그 느낌이 가장 짙게 풍기는 존재가 바로 옛 문경·가은선 폐선부지를 활용한 문경 철로자전거다. 총 세 가지로 구성된 운행구간 중 진남역~구량리 간 왕복 7.2km를 즐겼는데, 전동 장치가 설치되어 전 구간에 걸쳐 힘들일 필요가 없어 다행이었다."
504,"경
북팔경 중 제1경인 진남교반을 중심으로 녹음 짙은 풍경이 눈을 평화롭게 이끄는 문경 고모산성, 이곳은 2세기 말 축조된 경북 북부의 관문으로 삼국시대, 임진왜란, 6·25전쟁의 격전지였던 만큼 천하의 요새라 알려졌다. 성곽길 따라 차근차근 한 바퀴 둘러보고 싶었지만 오후 늦게부터로 예정된 빗줄기가 일찍 시작되어, 남측 성벽에 마련된 전망대만 발빠르게 둘러보는 것으로 고모산성과의 첫 만남을 꾸몄다."
505,"문
경 시내 점촌 지나 예천 용궁면으로 나아가는 길목에 위치한 주암정을 멀리서 봤을 땐 그리 대수롭지 않게 보였지만, 가까이 다가가서야 진가를 실감하게 되어 굉장히 놀라웠다. 조선 현종 때 생원인 주암 채익하가 세운 이 정자는 배의 형상을 한 바위 위에 지었는데, 앞으로 연못이 일궈져 연꽃 활짝 핀 아침에 물안개와 곁들인다면 신선 세계처럼 몽환적일 것 같았다. 마침 산책 나오신 동네 어르신께 주암정이 가장 아름다울 때가 언제냐고 여쭤봤는데, 내가 예측했던 것과 절묘히 맞아 떨어져 7월 중순쯤 재회를 일찌감치 확정했다."
506,"금
천 너머 예천군 용궁면으로 진입하기 직전 산양면 중심가엔 조금 각별한 카페가 최근 생겼다. 경상북도 산업유산으로 지정된 산양양조장 건물이 산양정행소 베이커리 카페로 새롭게 거듭난 것인데, 양조장 시절 산양막걸리가 1998년까지 생산된 걸 보면 그동안 20년 넘게 공백이 있었다는 걸 어렵지 않게 추측할 수 있다. 막걸리에서 빵과 음료를 다루는 공간으로 바뀌었지만 양조장 시절의 흔적이 산양정행소 곳곳에 존재하는데, 대표 메뉴 역시 빵은 막걸리타르트, 음료는 쌀라떼라니 꼭 챙겨 먹어볼 것."
507,
508,"국내 여행지 추천
2019 대구·경북 관광 스탬프 트레일
명예홍보위원 위촉 & 기념품 증정!"
509,"대구·경북 관광 스탬프 트레일은 대구와 경북의 관광 명소를 방문해 책자에 스탬프를 찍고 기념하는 것이에요. 대구 및 경북에 소재한 매력적인 국내 여행지 추천 장소를 5개 권역, 70개 명소를 선정해 구성했답니다.
대구·경북 관광 스탬프 트레일을 통해 우리 지역의 전통 문화를 배우고 즐거움과 추억을 만들어보세요!"
510,"- 총 70개 국내 여행지 추천 관광 명소 중 30개(외국인 10개) 명소에 방문해 스탬프 날인시 대구관광 명예홍보위원 위촉 및 기념품 증정
* 11/1~11/25 대구광역시관광협회에서 접수 필수"
511,  
512,
513,  
514,"- 대구광역시관광협회 053-746-6407
- 대구광역시 관광과 053-803-3886
  "
515,"2019 대구·경북 관광 스탬프 트레일 내용을 잘 확인하셨나요? :-) 계속해서 스탬프 책자도 소개해 드릴게요!
 "
516,
517,"70개의 국내 여행지 추천 장소에 방문할 땐 스탬프 책자를 챙겨주세요~ 명소 직원, 문화해설관광사가 스탬프를 찍어드린답니다.
  "
518,2019 대구·경북 관광 스탬프 트레일 책자 속엔 쿠폰북이 들어있어요. 입장권 및 관람권 등을 할인된 가격으로 구입할 수 있죠. :-) 스탬프 트레일러를 위한 특별한 혜택! 놓치지 마세요~
519,
520,https://blog.naver.com/333goo/220920576174
521,"안녕하세요 경북 여행지 추천 청도 운문사를 생각하면 항상
청담 스님과 묘엄 스님을 떠올리지 않을 수 없어요
그리고 운문사는 비구니 사찰이라는 것도 떠오르지요
제가 젊었을 때 비구니 사찰을 어떤 곳인가 하는 호기심이 많았을 무렵
운문사에 가서 새벽예불을 보고 야 정말 다른 곳에서
보던 그 예불보다 더 장중하고 더 종교스럽다는 생각을 했던 곳이에요.
그리고 송림을 지나 끝에서 마주하는 아담하게 쌓아올린
돌기와 담장이 있는데 낮지만 소박하고 친근 감이 있어 너무 좋았던
기억이 있어 지금도 자주 찾는 곳입니다."
522,"운문사 솔밭은 지나가면 이렇게 운문사 안내도가 나와요.
신라 진흥왕 21년인 560년에 한 신비로운 스님이 청건 하셨다고 해요
진평왕 30면 560년에 원광 국사가 제1 차 중창하셨고요
557년 진흥왕 18년에 한 신비한 스님이 북대암 옆 금수동에 작은 암자를 짓고
3년 동안 수도해 도를 깨닫고 도우 10여 인의 도움을 받아
7년 동안 5갑사를 건립했는데 동쪽에 가슬갑사, 서쪽에 대비갑사(현 대비사)
남쪽에 천문갑사, 북쪽에 소보갑사를 짓고 중앙에 대작갑사(현 운문사)를
창건하였으나 현제 남아 있는 것은 운문사와 대비사뿐이라고 합니다."
523,"처음에 지을 때는 대작갑사였던 이름이 운문사로 바뀐 이유는
태조왕건이 후삼국을 통일하면서 태조왕건은 이곳에 계시던
보양 국사의 계책으로 이 일대를 평정했다고 합니다.
그 후 후 삼국을 통일한 왕건은 사회적 혼란을 어느 정도 수습한 왕건은
태조 20년 937년 이 사찰에 운문선사라는 사액을 내리면서
전지 500결을 하사했다고 해요 이때부터 이름이 운문사로 바뀌었다고 하고요.
그 후 1105년 숙종 시절에는 원응 국사가 학일이 제3차 중창한 후 왕사로 책봉되었다고 해요
그 정도로 훌륭한 스님들이 많이 나오신 사찰입니다."
